"geographicAreaFS","Geographic Area","measuredItemFS","Item","measuredElementFS","Element","timePointYears","Year","Value","Status"
5,"American Samoa",867,"Beef and Veal",31,"Actual Producing Factor",2012,2012,25,"C"
5,"American Samoa",867,"Beef and Veal",31,"Actual Producing Factor",2011,2011,25,"C"
5,"American Samoa",867,"Beef and Veal",31,"Actual Producing Factor",2010,2010,25,"C"
5,"American Samoa",867,"Beef and Veal",31,"Actual Producing Factor",2009,2009,25,"C"
5,"American Samoa",867,"Beef and Veal",31,"Actual Producing Factor",2008,2008,25,"C"
5,"American Samoa",867,"Beef and Veal",31,"Actual Producing Factor",2007,2007,25,"C"
5,"American Samoa",867,"Beef and Veal",31,"Actual Producing Factor",2006,2006,20,"C"
5,"American Samoa",867,"Beef and Veal",31,"Actual Producing Factor",2005,2005,21,"C"
5,"American Samoa",867,"Beef and Veal",31,"Actual Producing Factor",2004,2004,21,"C"
5,"American Samoa",867,"Beef and Veal",31,"Actual Producing Factor",2003,2003,21,"C"
5,"American Samoa",867,"Beef and Veal",31,"Actual Producing Factor",2002,2002,21,"C"
5,"American Samoa",867,"Beef and Veal",31,"Actual Producing Factor",2001,2001,21,"C"
5,"American Samoa",867,"Beef and Veal",31,"Actual Producing Factor",2000,2000,21,"C"
5,"American Samoa",867,"Beef and Veal",41,"Productivity Indicator",2013,2013,1500,"C"
5,"American Samoa",867,"Beef and Veal",41,"Productivity Indicator",2012,2012,1500,"C"
5,"American Samoa",867,"Beef and Veal",41,"Productivity Indicator",2011,2011,1500,"C"
5,"American Samoa",867,"Beef and Veal",41,"Productivity Indicator",2010,2010,1500,"C"
5,"American Samoa",867,"Beef and Veal",41,"Productivity Indicator",2009,2009,1500,"C"
5,"American Samoa",867,"Beef and Veal",41,"Productivity Indicator",2008,2008,1500,"C"
5,"American Samoa",867,"Beef and Veal",41,"Productivity Indicator",2007,2007,1500,"C"
5,"American Samoa",867,"Beef and Veal",41,"Productivity Indicator",2006,2006,1500,"C"
5,"American Samoa",867,"Beef and Veal",41,"Productivity Indicator",2005,2005,1500,"C"
5,"American Samoa",867,"Beef and Veal",41,"Productivity Indicator",2004,2004,1500,"C"
5,"American Samoa",867,"Beef and Veal",41,"Productivity Indicator",2003,2003,1500,"C"
5,"American Samoa",867,"Beef and Veal",41,"Productivity Indicator",2002,2002,1500,"C"
5,"American Samoa",867,"Beef and Veal",41,"Productivity Indicator",2001,2001,1500,"C"
5,"American Samoa",867,"Beef and Veal",41,"Productivity Indicator",2000,2000,1500,"C"
5,"American Samoa",867,"Beef and Veal",51,"Output",2013,2013,3.75,"C"
5,"American Samoa",867,"Beef and Veal",51,"Output",2012,2012,3.75,"C"
5,"American Samoa",867,"Beef and Veal",51,"Output",2011,2011,3.75,"C"
5,"American Samoa",867,"Beef and Veal",51,"Output",2010,2010,3.75,"C"
5,"American Samoa",867,"Beef and Veal",51,"Output",2009,2009,3.75,"C"
5,"American Samoa",867,"Beef and Veal",51,"Output",2008,2008,3.75,"C"
5,"American Samoa",867,"Beef and Veal",51,"Output",2007,2007,3.75,"C"
5,"American Samoa",867,"Beef and Veal",51,"Output",2006,2006,3,"C"
5,"American Samoa",867,"Beef and Veal",51,"Output",2005,2005,3.15,"C"
5,"American Samoa",867,"Beef and Veal",51,"Output",2004,2004,3.15,"C"
5,"American Samoa",867,"Beef and Veal",51,"Output",2003,2003,3.15,"C"
5,"American Samoa",867,"Beef and Veal",51,"Output",2002,2002,3.15,"C"
5,"American Samoa",867,"Beef and Veal",51,"Output",2001,2001,3.15,"C"
5,"American Samoa",867,"Beef and Veal",51,"Output",2000,2000,3.15,"C"
5,"American Samoa",867,"Beef and Veal",141,"Food",2013,2013,51.75,"B"
5,"American Samoa",867,"Beef and Veal",141,"Food",2012,2012,51.75,"B"
5,"American Samoa",867,"Beef and Veal",141,"Food",2011,2011,51.75,"B"
5,"American Samoa",867,"Beef and Veal",141,"Food",2010,2010,101.75,"B"
5,"American Samoa",867,"Beef and Veal",141,"Food",2009,2009,76.75,"B"
5,"American Samoa",867,"Beef and Veal",141,"Food",2008,2008,66.75,"B"
5,"American Samoa",867,"Beef and Veal",141,"Food",2007,2007,75.75,"B"
5,"American Samoa",867,"Beef and Veal",141,"Food",2006,2006,148,"B"
5,"American Samoa",867,"Beef and Veal",141,"Food",2005,2005,66.15,"B"
5,"American Samoa",867,"Beef and Veal",141,"Food",2004,2004,163.15,"B"
5,"American Samoa",867,"Beef and Veal",141,"Food",2003,2003,117.15,"B"
5,"American Samoa",867,"Beef and Veal",141,"Food",2002,2002,69.15,"B"
5,"American Samoa",867,"Beef and Veal",141,"Food",2001,2001,93.15,"B"
5,"American Samoa",867,"Beef and Veal",141,"Food",2000,2000,13.15,"B"
7,"Angola",866,"Cattle",11,"Initial Existence",2013,2013,4790599,
7,"Angola",866,"Cattle",11,"Initial Existence",2012,2012,4687475,
7,"Angola",866,"Cattle",11,"Initial Existence",2011,2011,4586570,
7,"Angola",866,"Cattle",11,"Initial Existence",2010,2010,4487838,
7,"Angola",866,"Cattle",11,"Initial Existence",2009,2009,4389105,
7,"Angola",866,"Cattle",11,"Initial Existence",2008,2008,4292545,
7,"Angola",866,"Cattle",11,"Initial Existence",2007,2007,4198109,
7,"Angola",866,"Cattle",11,"Initial Existence",2006,2006,4105750,
7,"Angola",866,"Cattle",11,"Initial Existence",2005,2005,4015424,
7,"Angola",866,"Cattle",11,"Initial Existence",2004,2004,3680500,
7,"Angola",866,"Cattle",11,"Initial Existence",2003,2003,3800000,"F"
7,"Angola",866,"Cattle",11,"Initial Existence",2002,2002,3900000,"F"
7,"Angola",866,"Cattle",11,"Initial Existence",2001,2001,4000000,"F"
7,"Angola",866,"Cattle",11,"Initial Existence",2000,2000,4042000,"*"
7,"Angola",866,"Cattle",31,"Actual Producing Factor",2013,2013,0,"M"
7,"Angola",866,"Cattle",31,"Actual Producing Factor",2012,2012,0,"M"
7,"Angola",866,"Cattle",31,"Actual Producing Factor",2011,2011,0,"M"
7,"Angola",866,"Cattle",31,"Actual Producing Factor",2010,2010,0,"M"
7,"Angola",866,"Cattle",31,"Actual Producing Factor",2009,2009,0,"M"
7,"Angola",866,"Cattle",31,"Actual Producing Factor",2008,2008,0,"M"
7,"Angola",866,"Cattle",31,"Actual Producing Factor",2007,2007,0,"M"
7,"Angola",866,"Cattle",31,"Actual Producing Factor",2006,2006,0,"M"
7,"Angola",866,"Cattle",31,"Actual Producing Factor",2005,2005,0,"M"
7,"Angola",866,"Cattle",31,"Actual Producing Factor",2004,2004,0,"M"
7,"Angola",866,"Cattle",31,"Actual Producing Factor",2003,2003,0,"M"
7,"Angola",866,"Cattle",31,"Actual Producing Factor",2002,2002,0,"M"
7,"Angola",866,"Cattle",31,"Actual Producing Factor",2001,2001,0,"M"
7,"Angola",866,"Cattle",31,"Actual Producing Factor",2000,2000,0,"M"
7,"Angola",866,"Cattle",131,"Reemployment Same Sector",2013,2013,620000,"F"
7,"Angola",866,"Cattle",131,"Reemployment Same Sector",2012,2012,600000,"F"
7,"Angola",866,"Cattle",131,"Reemployment Same Sector",2011,2011,590000,"F"
7,"Angola",866,"Cattle",131,"Reemployment Same Sector",2010,2010,580000,"F"
7,"Angola",866,"Cattle",131,"Reemployment Same Sector",2009,2009,575000,"F"
7,"Angola",866,"Cattle",131,"Reemployment Same Sector",2008,2008,570000,"F"
7,"Angola",866,"Cattle",131,"Reemployment Same Sector",2007,2007,540000,"F"
7,"Angola",866,"Cattle",131,"Reemployment Same Sector",2006,2006,498000,"F"
7,"Angola",866,"Cattle",131,"Reemployment Same Sector",2005,2005,498000,"F"
7,"Angola",866,"Cattle",131,"Reemployment Same Sector",2004,2004,425000,"F"
7,"Angola",866,"Cattle",131,"Reemployment Same Sector",2003,2003,498000,"F"
7,"Angola",866,"Cattle",131,"Reemployment Same Sector",2002,2002,498000,"F"
7,"Angola",866,"Cattle",131,"Reemployment Same Sector",2001,2001,492000,"F"
7,"Angola",866,"Cattle",131,"Reemployment Same Sector",2000,2000,481000,"F"
7,"Angola",867,"Beef and Veal",31,"Actual Producing Factor",2013,2013,620000,"C"
7,"Angola",867,"Beef and Veal",31,"Actual Producing Factor",2012,2012,600000,"C"
7,"Angola",867,"Beef and Veal",31,"Actual Producing Factor",2011,2011,590000,"C"
7,"Angola",867,"Beef and Veal",31,"Actual Producing Factor",2010,2010,580000,"C"
7,"Angola",867,"Beef and Veal",31,"Actual Producing Factor",2009,2009,575000,"C"
7,"Angola",867,"Beef and Veal",31,"Actual Producing Factor",2008,2008,570000,"C"
7,"Angola",867,"Beef and Veal",31,"Actual Producing Factor",2007,2007,540000,"C"
7,"Angola",867,"Beef and Veal",31,"Actual Producing Factor",2006,2006,498000,"C"
7,"Angola",867,"Beef and Veal",31,"Actual Producing Factor",2005,2005,498000,"C"
7,"Angola",867,"Beef and Veal",31,"Actual Producing Factor",2004,2004,425000,"C"
7,"Angola",867,"Beef and Veal",31,"Actual Producing Factor",2003,2003,498000,"C"
7,"Angola",867,"Beef and Veal",31,"Actual Producing Factor",2002,2002,498000,"C"
7,"Angola",867,"Beef and Veal",31,"Actual Producing Factor",2001,2001,492000,"C"
7,"Angola",867,"Beef and Veal",31,"Actual Producing Factor",2000,2000,481000,"C"
7,"Angola",867,"Beef and Veal",41,"Productivity Indicator",2013,2013,1700,"C"
7,"Angola",867,"Beef and Veal",41,"Productivity Indicator",2012,2012,1700,"C"
7,"Angola",867,"Beef and Veal",41,"Productivity Indicator",2011,2011,1700,"C"
7,"Angola",867,"Beef and Veal",41,"Productivity Indicator",2010,2010,1700,"C"
7,"Angola",867,"Beef and Veal",41,"Productivity Indicator",2009,2009,1700,"C"
7,"Angola",867,"Beef and Veal",41,"Productivity Indicator",2008,2008,1700,"C"
7,"Angola",867,"Beef and Veal",41,"Productivity Indicator",2007,2007,1700,"C"
7,"Angola",867,"Beef and Veal",41,"Productivity Indicator",2006,2006,1704.07631,"C"
7,"Angola",867,"Beef and Veal",41,"Productivity Indicator",2005,2005,1700,"C"
7,"Angola",867,"Beef and Veal",41,"Productivity Indicator",2004,2004,1700,"C"
7,"Angola",867,"Beef and Veal",41,"Productivity Indicator",2003,2003,1928.05221,"C"
7,"Angola",867,"Beef and Veal",41,"Productivity Indicator",2002,2002,1931.76707,"C"
7,"Angola",867,"Beef and Veal",41,"Productivity Indicator",2001,2001,1920,"C"
7,"Angola",867,"Beef and Veal",41,"Productivity Indicator",2000,2000,1950.22869,"C"
7,"Angola",867,"Beef and Veal",51,"Output",2013,2013,105400,"F"
7,"Angola",867,"Beef and Veal",51,"Output",2012,2012,102000,"F"
7,"Angola",867,"Beef and Veal",51,"Output",2011,2011,100300,"F"
7,"Angola",867,"Beef and Veal",51,"Output",2010,2010,98600,"F"
7,"Angola",867,"Beef and Veal",51,"Output",2009,2009,97750,"F"
7,"Angola",867,"Beef and Veal",51,"Output",2008,2008,96900,"F"
7,"Angola",867,"Beef and Veal",51,"Output",2007,2007,91800,"F"
7,"Angola",867,"Beef and Veal",51,"Output",2006,2006,84863,"E"
7,"Angola",867,"Beef and Veal",51,"Output",2005,2005,84660,"F"
7,"Angola",867,"Beef and Veal",51,"Output",2004,2004,72250,"F"
7,"Angola",867,"Beef and Veal",51,"Output",2003,2003,96017,"E"
7,"Angola",867,"Beef and Veal",51,"Output",2002,2002,96202,"E"
7,"Angola",867,"Beef and Veal",51,"Output",2001,2001,94464,"E"
7,"Angola",867,"Beef and Veal",51,"Output",2000,2000,93806,"E"
7,"Angola",867,"Beef and Veal",131,"Reemployment Same Sector",2013,2013,1115,"C"
7,"Angola",867,"Beef and Veal",131,"Reemployment Same Sector",2012,2012,1078,"C"
7,"Angola",867,"Beef and Veal",131,"Reemployment Same Sector",2011,2011,1043.42,"C"
7,"Angola",867,"Beef and Veal",131,"Reemployment Same Sector",2010,2010,1011.38,"C"
7,"Angola",867,"Beef and Veal",131,"Reemployment Same Sector",2009,2009,1013.95,"C"
7,"Angola",867,"Beef and Veal",131,"Reemployment Same Sector",2008,2008,1024.07,"C"
7,"Angola",867,"Beef and Veal",131,"Reemployment Same Sector",2007,2007,939.68,"C"
7,"Angola",867,"Beef and Veal",131,"Reemployment Same Sector",2006,2006,877.86,"C"
7,"Angola",867,"Beef and Veal",131,"Reemployment Same Sector",2005,2005,875.67,"C"
7,"Angola",867,"Beef and Veal",131,"Reemployment Same Sector",2004,2004,780.36,"C"
7,"Angola",867,"Beef and Veal",131,"Reemployment Same Sector",2003,2003,970.3,"C"
7,"Angola",867,"Beef and Veal",131,"Reemployment Same Sector",2002,2002,980.93,"C"
7,"Angola",867,"Beef and Veal",131,"Reemployment Same Sector",2001,2001,977.64,"C"
7,"Angola",867,"Beef and Veal",131,"Reemployment Same Sector",2000,2000,993.059998,"C"
7,"Angola",867,"Beef and Veal",141,"Food",2013,2013,110385,"B"
7,"Angola",867,"Beef and Veal",141,"Food",2012,2012,106722,"B"
7,"Angola",867,"Beef and Veal",141,"Food",2011,2011,103298.58,"B"
7,"Angola",867,"Beef and Veal",141,"Food",2010,2010,100126.62,"B"
7,"Angola",867,"Beef and Veal",141,"Food",2009,2009,100381.05,"B"
7,"Angola",867,"Beef and Veal",141,"Food",2008,2008,101382.93,"B"
7,"Angola",867,"Beef and Veal",141,"Food",2007,2007,93028.32,"B"
7,"Angola",867,"Beef and Veal",141,"Food",2006,2006,86908.14,"B"
7,"Angola",867,"Beef and Veal",141,"Food",2005,2005,86691.33,"B"
7,"Angola",867,"Beef and Veal",141,"Food",2004,2004,77255.64,"B"
7,"Angola",867,"Beef and Veal",141,"Food",2003,2003,96059.7,"B"
7,"Angola",867,"Beef and Veal",141,"Food",2002,2002,97111.07,"B"
7,"Angola",867,"Beef and Veal",141,"Food",2001,2001,96786.36,"B"
7,"Angola",867,"Beef and Veal",141,"Food",2000,2000,98312.94,"B"
7,"Angola",867,"Beef and Veal",141,"Food",1999,1999,87618.96,"B"
7,"Angola",867,"Beef and Veal",141,"Food",1998,1998,88011,"B"
7,"Angola",867,"Beef and Veal",141,"Food",1997,1997,81873,"B"
7,"Angola",867,"Beef and Veal",141,"Food",1996,1996,76230,"B"
7,"Angola",867,"Beef and Veal",141,"Food",1995,1995,59103.99,"B"
7,"Angola",867,"Beef and Veal",141,"Food",1994,1994,67518,"B"
7,"Angola",867,"Beef and Veal",141,"Food",1993,1993,71875.98,"B"
7,"Angola",867,"Beef and Veal",141,"Food",1992,1992,75672.63,"B"
7,"Angola",867,"Beef and Veal",141,"Food",1991,1991,66132,"B"
7,"Angola",867,"Beef and Veal",141,"Food",1990,1990,65822.13,"B"
8,"Antigua and Barbuda",866,"Cattle",11,"Initial Existence",2013,2013,5000,"F"
8,"Antigua and Barbuda",866,"Cattle",11,"Initial Existence",2012,2012,5000,
8,"Antigua and Barbuda",866,"Cattle",11,"Initial Existence",2011,2011,5000,
8,"Antigua and Barbuda",866,"Cattle",11,"Initial Existence",2010,2010,5000,
8,"Antigua and Barbuda",866,"Cattle",11,"Initial Existence",2009,2009,14600,"F"
8,"Antigua and Barbuda",866,"Cattle",11,"Initial Existence",2008,2008,14600,"F"
8,"Antigua and Barbuda",866,"Cattle",11,"Initial Existence",2007,2007,14500,"F"
8,"Antigua and Barbuda",866,"Cattle",11,"Initial Existence",2006,2006,14300,"F"
8,"Antigua and Barbuda",866,"Cattle",11,"Initial Existence",2005,2005,14300,"F"
8,"Antigua and Barbuda",866,"Cattle",11,"Initial Existence",2004,2004,14300,"F"
8,"Antigua and Barbuda",866,"Cattle",11,"Initial Existence",2003,2003,14000,"F"
8,"Antigua and Barbuda",866,"Cattle",11,"Initial Existence",2002,2002,13800,"F"
8,"Antigua and Barbuda",866,"Cattle",11,"Initial Existence",2001,2001,13600,"F"
8,"Antigua and Barbuda",866,"Cattle",11,"Initial Existence",2000,2000,13154,
8,"Antigua and Barbuda",866,"Cattle",31,"Actual Producing Factor",2013,2013,0,"M"
8,"Antigua and Barbuda",866,"Cattle",31,"Actual Producing Factor",2012,2012,0,"M"
8,"Antigua and Barbuda",866,"Cattle",31,"Actual Producing Factor",2011,2011,0,"M"
8,"Antigua and Barbuda",866,"Cattle",31,"Actual Producing Factor",2010,2010,0,"M"
8,"Antigua and Barbuda",866,"Cattle",31,"Actual Producing Factor",2009,2009,0,"M"
8,"Antigua and Barbuda",866,"Cattle",31,"Actual Producing Factor",2008,2008,0,"M"
8,"Antigua and Barbuda",866,"Cattle",31,"Actual Producing Factor",2007,2007,0,"M"
8,"Antigua and Barbuda",866,"Cattle",31,"Actual Producing Factor",2006,2006,0,"M"
8,"Antigua and Barbuda",866,"Cattle",31,"Actual Producing Factor",2005,2005,0,"M"
8,"Antigua and Barbuda",866,"Cattle",31,"Actual Producing Factor",2004,2004,0,"M"
8,"Antigua and Barbuda",866,"Cattle",31,"Actual Producing Factor",2003,2003,0,"M"
8,"Antigua and Barbuda",866,"Cattle",31,"Actual Producing Factor",2002,2002,0,"M"
8,"Antigua and Barbuda",866,"Cattle",31,"Actual Producing Factor",2001,2001,0,"M"
8,"Antigua and Barbuda",866,"Cattle",31,"Actual Producing Factor",2000,2000,0,"M"
8,"Antigua and Barbuda",866,"Cattle",131,"Reemployment Same Sector",2013,2013,836,"T"
8,"Antigua and Barbuda",866,"Cattle",131,"Reemployment Same Sector",2012,2012,836,"F"
8,"Antigua and Barbuda",866,"Cattle",131,"Reemployment Same Sector",2011,2011,814,"F"
8,"Antigua and Barbuda",866,"Cattle",131,"Reemployment Same Sector",2010,2010,793,"F"
8,"Antigua and Barbuda",866,"Cattle",131,"Reemployment Same Sector",2009,2009,3000,"F"
8,"Antigua and Barbuda",866,"Cattle",131,"Reemployment Same Sector",2008,2008,3000,"F"
8,"Antigua and Barbuda",866,"Cattle",131,"Reemployment Same Sector",2007,2007,2800,"F"
8,"Antigua and Barbuda",866,"Cattle",131,"Reemployment Same Sector",2006,2006,2800,"F"
8,"Antigua and Barbuda",866,"Cattle",131,"Reemployment Same Sector",2005,2005,2800,"F"
8,"Antigua and Barbuda",866,"Cattle",131,"Reemployment Same Sector",2004,2004,2800,"F"
8,"Antigua and Barbuda",866,"Cattle",131,"Reemployment Same Sector",2003,2003,2750,"F"
8,"Antigua and Barbuda",866,"Cattle",131,"Reemployment Same Sector",2002,2002,2700,"F"
8,"Antigua and Barbuda",866,"Cattle",131,"Reemployment Same Sector",2001,2001,2650,"F"
8,"Antigua and Barbuda",866,"Cattle",131,"Reemployment Same Sector",2000,2000,2500,"F"
8,"Antigua and Barbuda",867,"Beef and Veal",31,"Actual Producing Factor",2013,2013,836,"C"
8,"Antigua and Barbuda",867,"Beef and Veal",31,"Actual Producing Factor",2012,2012,836,"C"
8,"Antigua and Barbuda",867,"Beef and Veal",31,"Actual Producing Factor",2011,2011,814,"C"
8,"Antigua and Barbuda",867,"Beef and Veal",31,"Actual Producing Factor",2010,2010,793,"C"
8,"Antigua and Barbuda",867,"Beef and Veal",31,"Actual Producing Factor",2009,2009,3000,"C"
8,"Antigua and Barbuda",867,"Beef and Veal",31,"Actual Producing Factor",2008,2008,3000,"C"
8,"Antigua and Barbuda",867,"Beef and Veal",31,"Actual Producing Factor",2007,2007,2800,"C"
8,"Antigua and Barbuda",867,"Beef and Veal",31,"Actual Producing Factor",2006,2006,2800,"C"
8,"Antigua and Barbuda",867,"Beef and Veal",31,"Actual Producing Factor",2005,2005,2800,"C"
8,"Antigua and Barbuda",867,"Beef and Veal",31,"Actual Producing Factor",2004,2004,2800,"C"
8,"Antigua and Barbuda",867,"Beef and Veal",31,"Actual Producing Factor",2003,2003,2750,"C"
8,"Antigua and Barbuda",867,"Beef and Veal",31,"Actual Producing Factor",2002,2002,2700,"C"
8,"Antigua and Barbuda",867,"Beef and Veal",31,"Actual Producing Factor",2001,2001,2650,"C"
8,"Antigua and Barbuda",867,"Beef and Veal",31,"Actual Producing Factor",2000,2000,2500,"C"
8,"Antigua and Barbuda",867,"Beef and Veal",41,"Productivity Indicator",2013,2013,1866.02871,"C"
8,"Antigua and Barbuda",867,"Beef and Veal",41,"Productivity Indicator",2012,2012,1866.02871,"C"
8,"Antigua and Barbuda",867,"Beef and Veal",41,"Productivity Indicator",2011,2011,1867.32187,"C"
8,"Antigua and Barbuda",867,"Beef and Veal",41,"Productivity Indicator",2010,2010,1866.33039,"C"
8,"Antigua and Barbuda",867,"Beef and Veal",41,"Productivity Indicator",2009,2009,1866.66667,"C"
8,"Antigua and Barbuda",867,"Beef and Veal",41,"Productivity Indicator",2008,2008,1866.66667,"C"
8,"Antigua and Barbuda",867,"Beef and Veal",41,"Productivity Indicator",2007,2007,1857.14286,"C"
8,"Antigua and Barbuda",867,"Beef and Veal",41,"Productivity Indicator",2006,2006,1857.14286,"C"
8,"Antigua and Barbuda",867,"Beef and Veal",41,"Productivity Indicator",2005,2005,1857.14286,"C"
8,"Antigua and Barbuda",867,"Beef and Veal",41,"Productivity Indicator",2004,2004,1857.14286,"C"
8,"Antigua and Barbuda",867,"Beef and Veal",41,"Productivity Indicator",2003,2003,1890.90909,"C"
8,"Antigua and Barbuda",867,"Beef and Veal",41,"Productivity Indicator",2002,2002,1888.88889,"C"
8,"Antigua and Barbuda",867,"Beef and Veal",41,"Productivity Indicator",2001,2001,1886.79245,"C"
8,"Antigua and Barbuda",867,"Beef and Veal",41,"Productivity Indicator",2000,2000,1880,"C"
8,"Antigua and Barbuda",867,"Beef and Veal",51,"Output",2013,2013,156,"T"
8,"Antigua and Barbuda",867,"Beef and Veal",51,"Output",2012,2012,156,
8,"Antigua and Barbuda",867,"Beef and Veal",51,"Output",2011,2011,152,
8,"Antigua and Barbuda",867,"Beef and Veal",51,"Output",2010,2010,148,
8,"Antigua and Barbuda",867,"Beef and Veal",51,"Output",2009,2009,560,"F"
8,"Antigua and Barbuda",867,"Beef and Veal",51,"Output",2008,2008,560,"F"
8,"Antigua and Barbuda",867,"Beef and Veal",51,"Output",2007,2007,520,"F"
8,"Antigua and Barbuda",867,"Beef and Veal",51,"Output",2006,2006,520,"F"
8,"Antigua and Barbuda",867,"Beef and Veal",51,"Output",2005,2005,520,"F"
8,"Antigua and Barbuda",867,"Beef and Veal",51,"Output",2004,2004,520,"F"
8,"Antigua and Barbuda",867,"Beef and Veal",51,"Output",2003,2003,520,"F"
8,"Antigua and Barbuda",867,"Beef and Veal",51,"Output",2002,2002,510,"F"
8,"Antigua and Barbuda",867,"Beef and Veal",51,"Output",2001,2001,500,"F"
